Longitude(經度),Latitude(緯度),BSM_BUSSTO(公車站牌位置ID),BSM_CHINES(公車站牌名)
121.599166,25.062938,50436,晉強公司
121.5528889,25.11456887,662,永公路一
121.524789,25.094059,5040,士林國小
121.5266397,25.12302715,50646,天北站
121.560533,25.048391,1592,臺北市區監理 
121.5075801,25.12762981,7230,清江國小
121.5193226,25.08359439,1000850,華齡街
121.518238,25.150014,5015,十八份埔
121.540709,24.98889865,57704,景美國小(景文)
121.5502574,25.01813903,4832,芳和國中
121.4763287,25.10579058,757,威靈廟
121.591745,25.086236,50451,碧山路口
121.502519,25.114254,189,北投垃圾焚化 
121.578287,24.98282661,14509,環山網球場
121.5708322,25.00446529,2428,和平東路四段
121.5681722,25.06507373,8605,塔悠疏散門
121.5377087,25.1017792,1000619,岩山里
121.5584464,25.08185576,8665,敬業四路
121.569816,25.002253,2490,萬芳社區
121.56481,25.02897,4997,災害應變中心
121.535644,25.01311185,355,捷運公館站
121.5578744,25.05388175,1000021,三軍總醫院松 
121.505559,25.100386,1001435,三王宮
121.549379,25.09946,767,故宮博物院
121.584067,24.987833,2471,普羅旺世
121.5496538,25.15125115,14424,中山樓
121.6030148,25.06116745,1000468,東湖站
121.520123,25.115962,198,宏國新村
121.515902,25.115899,500,綜合市場
121.5371261,25.00017908,1001488,萬隆社區
121.5722444,25.04789415,4826,雅祥公園
121.5057146,25.12062016,200005014,捷運唭哩岸站2
121.622697,25.038074,1720,舊莊
121.5410938,24.98919309,1001074,景美國小(景文)
121.4660112,25.12901986,50067,北藝大校門口
121.5314666,25.10594265,1001028,聯合醫院陽明 
121.573315,25.133634,566,倫仔尾一
121.504787,25.13516373,487,漾館時尚旅館
121.579043,25.135674,810,平菁街93巷一
121.50973,25.07998,4036,富光里
121.5310963,25.01577439,1000278,三軍總醫院(南 
121.6235798,25.03524947,4648,坑口運動公園
121.592712,25.122035,714,帕米爾公園
121.529932,25.016839,1856,三軍總醫院
121.539357,25.113707,50517,職能發展學院 
121.5286409,25.04916717,1291,長安新生北路 
121.5669953,24.96647575,1000774,慈音山莊
121.54956,25.139062,14419,淨水廠
121.5092277,25.12062692,334,健行新村(東華)
121.5324207,25.15113044,14604,頂北投
121.580964,25.037055,2101,松友新村
121.58649,25.09215,20419,金龍禪寺
121.555959,25.142353,1000926,山豬湖
121.57808,25.08352,1150,麗山高中(港墘)
121.5788101,25.06008416,20231,新湖舊宗路口
121.467223,25.121347,4866,關渡國中(關渡 
121.520895,25.08160766,819,通河街(承德)
121.511617,25.035161,6027,捷運小南門站
121.5749729,25.13029971,9466,合誠宮
121.509814,25.140031,340,國軍北投醫院
121.5335544,25.0612684,1271,松江新村
121.566291,25.106415,9410,雙溪站
121.5008152,25.03847246,4615,桂林路
121.51789,25.02814,1958,牯嶺街
121.587789,25.011003,1705,富德公墓20區
121.57465,25.1288,9465,福德祠
121.5755007,25.05858984,1000835,新湖民善街口( 
121.6235353,25.02191212,4731,福音山莊
121.606373,25.051875,4188,捷運南港站
121.56501,25.11304,9487,明德樂園
121.616119,25.048866,1000442,六褔公園
121.500216,25.140455,4050,中和街
121.5162576,25.06869223,1001262,蘭州國中
121.520194,25.149962,4836,中正山登山口
121.5902236,25.04635172,50073,修德國小
121.578064,24.98013049,14690,山上運動場
121.539525,25.073689,4167,八號水門
121.550053,25.150511,792,教師中心
121.562026,25.070558,4177,上塔悠
121.602963,25.05154788,4651,南港機廠
121.5162701,25.06848293,1487,蘭州國中
121.543626,25.042319,1000230,捷運忠孝復興 
121.583422,24.968542,1001247,樟樹步道北口
121.534221,25.125671,4987,天和里
121.590415,25.038332,1000870,成福宮
121.562583,25.046991,1001116,市民東寧路口
121.5499139,25.00455808,2541,興福國中
121.5109563,25.07149367,5992,鄰江里
121.5373667,25.03432365,6651,信義市場
121.55715,25.13046,866,新安里
121.6237358,25.02652782,4723,山豬窟
121.4889232,25.03224683,429,華江站(欣欣客 
121.5335572,25.14247891,4894,大埔一
121.5640701,25.07843845,20418,堤頂大道口
121.5273248,25.15228087,427,無尾崙
121.5461009,25.15513004,816,陽明山國家公 
121.5654863,25.16838428,50523,天寶聖道宮
121.5487984,25.14917837,1000413,紗帽陽明路口
121.5829485,25.11927286,9424,楓林橋
121.5298629,25.04082678,1001088,濟南金山路口
121.5705,25.11864,20415,福德宮
121.570733,24.996667,2386,木柵高工
121.5403914,25.10205629,30040,嶺頭
121.5734895,25.12505137,705,我家花園
121.56688,25.11358,9486,沙崙
121.538151,25.113792,4995,職能發展學院 
121.467328,25.13285,106,臺北城市科技 
121.5545693,25.12021908,60149,水墘
121.508979,25.136497,510,熱海大飯店
121.489518,25.032073,1001234,人壽一村
121.5880617,25.04111713,1518,成福路口一
121.514032,25.138839,115,北投文物館
121.5290408,25.02964462,6672,金華大廈
121.546629,25.180168,36115,小油坑
121.513254,25.131556,1001260,照明寺
121.5244,25.14919,20368,泉源國小
121.5188689,25.0684349,1000052,承德路口
121.5543193,25.03129793,4865,通化街
121.5788317,25.06000582,20232,新湖舊宗路口
121.5150573,25.04417724,2001,博物館(館前)
121.5521793,25.07250438,1000814,飛航服務總台
121.511099,25.037509,102,臺北地院
121.5184864,25.089559,1000160,後港里
121.51324,25.02628,6948,泉州街口
121.561976,24.986676,4817,老人自費安養 
121.522227,25.114314,243,明德路267巷
121.5809927,24.98191601,4652,水鋼琴社區
121.5763266,25.05396814,1016,正聖堂
121.5346639,25.06758984,1317,建北站
121.587715,24.987153,2472,棲霞山莊
121.57197,25.002854,1000680,萬芳社區
121.558374,25.151715,825,菁山遊憩區
121.554455,25.130167,2319,新安路七
121.5923402,25.08512162,8541,貿商三村
121.495706,25.022395,20724,楊聖廟
121.589473,25.063223,4810,石潭成功路口
121.6124327,25.06135122,5056,南港抽水站
121.5802824,24.97414808,2528,樟山寺一
121.5298561,25.10817608,926,德行忠誠路口
121.5641109,25.02658084,2081,吳興街派出所
121.498448,25.034146,1738,大理服飾
121.523922,25.122171,14620,永欣里
121.56877,25.11873,9464,半嶺
121.533231,25.123911,4986,天母圖書館
121.51761,25.11225,173,自強街口(東華)
121.554078,25.04428,1501,市民延吉街口
121.5046587,25.13108065,7244,福安宮
121.5120061,25.05089024,1928,延平鄭州路口
121.601329,25.087763,297,大湖區民活動 
121.5414902,24.99199642,57710,文山二分局
121.5148054,25.11475823,1001371,捷運石牌站(西 
121.5262811,25.07832633,20259,劍潭山登山口
121.46232,25.12064,553,關渡碼頭
121.5913123,24.99953181,1000678,新光站(指南)
121.58565,25.12153,9494,簡厝
121.5927772,25.04392578,1649,南港公園一
121.5785717,25.03598185,15118,松山商職(松山)
121.5983533,25.05765407,5053,東陽公園
121.5785,25.11961,9426,礁坑橋（普宜 
121.56078,24.996958,1000452,文山運動中心( 
121.5850156,25.07496759,1108,紫陽
121.503684,25.120218,14507,立農國小一
121.51366,25.02639,1956,泉州街口
121.5771827,25.03561103,3947,國業里
121.5764754,25.12987927,674,平等國小
121.538856,25.068245,4174,第二果菜市場
121.467189,25.120418,550,關渡國中(關渡 
121.538755,25.054752,7612,臺北大學(臺北 
121.533503,25.109595,59004,德行芝玉路口
121.6012148,25.0630797,50437,安康路
121.58023,24.98934846,50675,國關中心
121.523185,25.048015,1001124,市民林森路口
121.5604867,25.14963943,50519,土地公廟
121.51106,25.113416,156,石牌路
121.595425,25.135572,750,全成土雞城
121.531764,25.03020674,6671,金華國中
121.5428901,25.17958568,556,百拉卡公路入 
121.555394,25.02337506,2111,信安街
121.5317392,25.05507615,1199,長春一江街口
121.52672,25.014416,1001393,思源路口
121.576692,25.073056,1116,陽光街
121.55508,25.11713,14414,綠園
121.581902,25.059965,4808,潭美國小(行善)
121.530323,25.10549,50663,聯合醫院陽明 
121.568415,25.027082,4799,吳興國小(松仁)
121.56819,25.11859,658,半嶺一
121.5616036,25.18038361,20336,馬槽
121.5353791,25.00316014,1001480,市立圖書館(景 
121.495163,25.021038,1768,東園公園
121.4957147,25.017118,1799,華中河濱公園
121.5359831,25.00451008,1001484,萬福國小
121.5521487,25.11787603,14417,陽明山國小
121.4980643,25.03861022,4614,萬華分局
121.50298,25.03141,1798,莒光派出所
121.574833,25.13194,1001438,圳仔頭
121.57538,25.11835,9427,礁坑
121.58039,25.11982,9425,溪山國小
121.549202,25.14276762,849,陽明山中國大 
121.516503,25.142207,1001312,泉源別墅
121.620775,25.09159,1001242,奇頭
121.5206503,25.08002083,1001352,明勝里
121.5563808,25.18329218,435,臺寶
121.514014,25.07488,200005073,大龍市場
121.5354657,25.04500785,1001123,懷生國宅
121.5018601,25.09012924,670,社子國小二
121.527854,25.033676,200005003,捷運東門站4
121.510168,25.12257,1001104,陽明大學男(女)
121.5780177,24.97996547,1001212,山上運動場
121.5108703,25.02805765,2025,龍興宮
121.5270868,25.03004727,2195,公企中心
121.557888,25.025944,1001349,景勤2號公園
121.555068,25.084369,4064,捷運劍南路站( 
121.5486767,25.14746597,878,新薈芳
121.500343,25.025125,1829,德昌街口
121.498768,25.034147,4626,大理服飾
121.580133,25.06394898,1036,行愛路
121.58686,25.12285,9460,妙法寺
121.5756751,25.01739625,6725,公園
121.55509,25.11719,907,綠園
121.5784088,25.0550298,1009,天程企業
121.5966497,25.06129986,261,長壽抽水站
121.5767796,24.98612431,14688,政大圖書館
121.5905911,25.00010734,4144,富德
121.5981395,25.0538415,1635,東明里
121.58471,25.012401,4855,富德公墓12區
121.5684269,25.04931598,1000269,基隆路口
121.487199,25.10313689,895,福安國中
121.490913,25.03167,1739,大理高中
121.5132358,25.02744383,1849,三元街
121.579711,24.986063,56088,小坑口
121.571985,25.137868,1000791,鄭厝
121.5211086,25.10390471,1001327,德行西路
121.5921143,25.04595121,1648,南港公園
121.5093158,25.02930208,1001446,三元南海路口
121.5533184,25.12440843,870,新安路二
121.5398,25.15666,251,陽明公園服務 
121.53663,25.113196,587,士東路
121.576009,24.987797,1001409,政大一
121.5494936,25.00494515,1001342,興旺公園
121.5231303,25.1079571,4893,蘭雅國小
121.4645932,25.12765622,4871,利陽藝術學苑
121.592978,25.057303,2561,向陽公園
121.61381,25.07792,4841,安泰橋
121.5156803,25.03338098,1000758,財政大樓
121.60048,24.970103,18010,圓山
121.51222,25.110091,1000349,石牌
121.489337,25.032065,1733,人壽一村
121.564943,25.161537,1001266,田尾湖
121.5475886,25.12937827,563,下竹林
121.576384,24.98828,1001400,政大一
121.526368,25.04197,1909,臺北商大(杭州)
121.55901,25.04145,389,捷運國父紀念 
121.5179791,25.0299294,50685,聯合醫院婦幼 
121.5468401,25.13806157,557,山仔后
121.57392,25.11616,901,碧溪橋
121.5440355,25.07397222,1000904,大佳河濱公園
121.5900312,25.07121047,339,國防醫學中心
121.533459,25.11981,1001361,天山里
121.55988,25.12548,625,公館地
121.5359085,25.01143334,20293,寶藏巖
121.534967,25.126156,1000607,天母里
121.549734,24.987303,2406,考試院
121.5928003,25.05438452,4000,玉成國小
121.4898606,25.14232655,450,集應廟
121.5680576,25.02667518,20251,吳興國小(莊敬)
121.501444,25.132225,56,中央南路
121.60702,25.07762,4009,黃石公廟
121.5617678,25.18064192,1052,馬槽
121.5848109,25.04017226,1001369,中行里
121.5409023,24.995846,1000807,財政園區
121.618807,25.06968697,1044,東湖社區
121.589447,24.98279,57713,猴山坑
121.5051324,25.04153818,1741,內江街
121.5962168,25.05836739,5051,芬第社區
121.522414,25.142474,1000410,大磺嘴
121.565403,25.034314,2028,101國際購物中 
121.586563,25.043806,1689,香檳新村
121.564797,25.029024,4998,災害應變中心
121.581074,25.057957,1000222,潭美國小(舊宗)
121.5792555,25.00129523,2429,風動石
121.5495151,25.14947573,935,錫安堂
121.5569333,25.13179039,60143,燒庚寮
121.5672991,25.00146027,2494,萬芳國小
121.5174642,25.04879667,50042,臺北車站(鄭州)
121.565248,25.168124,97,天寶聖道宮
121.5352581,25.11804548,50653,忠誠路口
121.56335,25.02332,2169,廣安宮
121.5457928,25.13464757,558,山仔后派出所
121.5261581,25.11895071,50655,天母國小
121.55175,25.08281,1266,明水路一
121.4713599,25.1349003,401,北藝大圖書館
121.5484263,25.02353658,13116,敦化和平路口
121.584124,25.07844662,4083,捷運文德站(碧 
121.538359,25.104113,1000615,華興中學
121.548282,25.018051,15107,自來水處(辛亥)
121.56473,25.12663,55012,公館里
121.5938933,25.07077966,4996,三總內湖站(急 
121.517708,25.107279,239,明德國中
121.5978951,25.08111607,8532,康寧派出所
121.58926,25.070908,200000038,內湖健康服務 
121.5659719,25.00179036,50052,萬芳派出所
121.5936433,25.05838364,5050,溫歌華社區
121.5515456,25.12301317,1000622,白雲山莊
121.568837,24.967357,1001256,大春山莊
121.5173397,25.09200576,1000115,陽明高中
121.5031839,25.02480058,1740,中正新城
121.523657,25.08818,914,士林市場(銘傳 
121.6211888,25.07613349,1000211,五分埤
121.5665359,24.98310008,4028,司法新村
121.531344,25.121342,644,天母新村
121.5857387,25.0591848,5048,潭美公園
121.6139209,25.0565852,1000252,南港軟體園區 
121.561404,25.107506,9408,中央站
121.52536,25.15057038,296,泉源國小宿舍
121.5380331,25.040593,2266,空軍總部
121.4819329,25.13688585,3966,中央北路三段
121.5487817,25.04862489,1488,八德敦化路口
121.5329286,25.04869178,1280,長安松江路口
121.5681421,25.04773171,1569,基隆路口二
121.5883315,25.0790264,8523,內湖高中
121.577907,25.0450054,15114,永春國小
121.5339,25.172111,167,竹子湖
121.5452729,25.16052387,4190,磺仔外
121.500457,25.02899,1759,西藏路口
121.5631859,25.10627902,958,雙溪國小
121.552083,25.07948885,1267,明水路二
121.5375461,25.06334606,1000773,榮星花園
121.4960944,25.01717117,1800,華中河濱公園
121.5962923,25.05431749,1000270,土地公廟
121.565868,25.082421,1000723,捷運西湖站
121.578902,25.041273,3926,永春里（忠孝 
121.5854461,25.05722787,50430,新明路
121.5453154,25.07971159,1180,大直國小
121.5422045,25.00154814,2458,景明街口
121.5713569,24.99388685,2497,萬芳路口
121.5589002,24.98420046,1000524,忠順街
121.5266172,25.0223407,2360,羅斯福浦城街 
121.5373235,25.05659916,6657,臺北大學(臺北 
121.5228259,25.08093263,10207,劍潭國小
121.5407242,25.07273092,1000930,河濱公園大佳 
121.5486492,25.03371275,13112,信義敦化路口
121.579832,25.05598491,1001142,南京舊宗路口
121.5135093,25.06098006,8624,涼州重慶路口
121.5679254,25.00481129,36111,名門社區
121.5464,24.986892,56099,復興派出所
121.6093201,25.07163283,1049,明湖國小(公共 
121.50015,25.035396,3912,捷運龍山寺站
121.5164258,25.05704658,1486,雙連市場
121.52906,25.09592,896,福林國小
121.5409792,25.04703315,1000666,中影八德大樓
121.603466,25.062478,1000205,內湖焚化廠(葫 
121.5365091,25.06234879,1242,民權建國路口
121.5058238,25.03944953,1806,貴陽街
121.571885,25.022585,6729,聯勤技術訓練 
121.5232281,25.08346835,863,圓山皇宮大廈
121.5831298,25.06856095,8601,時報廣場
121.575809,25.040733,2153,捷運永春站(忠 
121.5842297,25.04752122,4086,聯合醫院忠孝 
121.5066947,25.1203807,200005013,捷運唭哩岸站1
121.509121,25.029992,1850,三元街口
121.58985,24.97869,2423,貓纜指南宮站
121.5318659,25.10903321,1000288,德行東路
121.5407203,24.99352277,2445,捷運景美站
121.5810066,25.08468198,1040,西湖園
121.4852638,25.13826849,390,捷運復興崗站
121.5919475,25.05407147,1624,玉成國小
121.5476135,25.06201672,1244,民權敦化路口
121.5628365,25.04133471,3929,聯合報
121.535389,25.077815,4740,七海文化園區
121.5091851,25.02831845,6950,龍口市場
121.5572689,25.06198246,1511,民權公園
121.5634096,25.05781236,1492,三民路
121.5235586,25.03821907,1868,仁愛紹興街口
121.5407377,25.02555384,2299,國北教大實小
121.581802,25.04539701,1000316,捷運後山埤站( 
121.5043,25.0381,1761,桂林昆明街口
121.5667311,25.04636413,15105,東興路
121.5134929,25.0505036,1000683,後車站
121.465117,25.117845,1000707,關渡宮
121.57451,25.06768,1004,內湖運動公園
121.5314889,25.09630821,1000618,士林官邸(中正)
121.5662567,25.00176241,2492,萬芳派出所
121.5623163,25.02933889,2161,景新里
121.5606056,24.98700167,2404,木柵公園
121.6152988,25.07440876,20268,湖山村
121.59352,25.039941,1675,南港花園社區 
121.5385308,25.01209635,1000045,公館
121.5492693,25.05668072,1544,長庚醫院
121.5493073,25.08373737,1255,自強隧道(大直 
121.5113,25.05379973,16016,延平一站(南京)
121.544029,25.06369889,6989,五常街口
121.5656019,25.08562294,1039,西湖國中
121.5223001,25.0673,1170,大同大學
121.5022461,25.03822752,1751,老松國小
121.547575,25.020175,2253,和平高中
121.509999,25.08297379,890,葫蘆堵市場
121.534086,25.015228,2310,捷運公館站
121.560057,25.10937,9416,社區發展協會
121.54746,25.01963,2254,和平高中
121.5602834,25.14960179,562,土地公廟
121.5407909,24.99224912,1000548,捷運景美站
121.5720285,25.04205065,4830,富台公園
121.5539941,25.03308738,2131,信義通化街口
121.468789,25.12831844,3972,一德街口
121.518596,25.0870371,20377,百齡國小
121.587646,25.058152,975,台北企業總部 
121.5307742,25.11913164,50635,天母廣場
121.525606,25.05356223,1277,欣欣大眾公司
121.5311844,25.11797693,561,三玉宮
121.5851444,25.05728495,1121,新明路
121.5422111,25.07949384,1179,大直高中
121.5593763,24.99467041,2431,海巡署
121.5363689,25.07233022,1173,大佳國小
121.5066536,25.04268954,1752,西門市場(成都)
121.5624343,25.1691087,4843,夢幻湖停車場
121.568001,25.116555,754,前半嶺
121.512363,25.142739,350,48號公園
121.5124332,25.02774953,20400,三元街
121.547978,25.015963,2240,地震研究中心
121.5481077,25.03318987,2286,信義敦化路口
121.53633,25.15989,20365,陽明瀑布
121.5654292,25.03681046,6722,市政府(松智)
121.5539061,25.04821033,4006,美仁里
121.57552,25.11826,938,礁坑
121.5243951,25.05785405,10414,華泰飯店
121.538617,25.02582138,1001250,龍門國中(和平)
121.5431831,25.02679227,1000231,捷運科技大樓 
121.5984592,25.06726066,8674,民權東路六段( 
121.547328,25.152339,444,陽明山
121.587354,24.986054,50679,政大御花園
121.5196749,25.05271077,1000692,捷運中山站(志 
121.5338147,25.05221192,200005024,捷運松江南京 
121.513152,25.025024,1779,崁頂
121.5063255,25.02141556,20405,青年公園(正門)
121.5329231,25.06695923,1370,新喜里
121.5441508,24.98854641,56098,世新大學
121.554092,24.999501,2511,中國科技大學( 
121.5134499,25.07212122,1457,酒泉街
121.5327169,25.12429993,635,天母
121.563654,25.055368,1489,三民健康路口( 
121.5256404,25.09493077,1000356,捷運士林站(中 
121.5437916,25.16461428,1001458,水雲澗
121.511221,25.063626,1479,延三觀光夜市
121.4933749,25.09787397,3869,下竹圍
121.5900168,25.07380918,50500,將軍嶺
121.53702,25.04943,1000973,中山女高
121.56677,25.11344,707,沙崙
121.5679008,25.00463742,1001411,名門社區
121.509322,25.044911,1000067,中華路北站
121.587823,25.077019,8618,內湖國中
121.5176164,25.0939491,7255,士林高商
121.5868,25.08114,1133,達人女中(臺灣 
121.598491,25.078822,8615,康寧AIT社區
121.5136051,25.06058944,8625,涼州重慶路口
121.5533203,25.00117058,2538,興隆國小
121.5513008,25.01508231,15109,青峰活動中心
121.5392429,25.03335099,2127,信義建國路口
121.57363,24.993482,2512,萬壽橋頭(新光)
121.513237,25.042073,6685,衡陽路口
121.57748,25.062864,1000224,新湖三路口(台 
121.5440877,25.04891142,1000237,芝麻大廈
121.558929,25.146411,835,菁山二
121.5282713,25.05094989,6697,南京新生北路 
121.496765,25.134217,5,幼華高中(北投)
121.5117197,25.02908607,2024,龍口市場
121.491328,25.031919,1000095,大理高中
121.5815915,25.04249611,2089,忠孝大道路口
121.587349,25.058184,50431,台北企業總部 
121.5181664,25.08911658,761,後港里
121.5330841,25.05177077,6702,捷運松江南京 
121.563696,25.038343,2063,市政府(市府)
121.5586001,25.03159406,1000294,吳興街口
121.5477083,25.09890049,9450,外雙溪(至善)
121.54399,25.04531,6992,復興南路（中 
121.543621,25.014313,1066,臺大癌醫
121.523152,25.027172,6026,捷運古亭站(和 
121.6141121,25.05861334,1000251,南港軟體園區 
121.5340303,25.10135777,9453,芝山公園
121.5626621,25.05397814,1562,健康新城
121.503614,25.117304,157,立農國小
121.510043,25.139978,1001294,國軍北投醫院
121.537727,25.04605156,6654,進安公園
121.5424784,24.9898249,2463,景美國小(景興)
121.493132,25.028426,1837,環南市場
121.543093,25.04813254,20363,中興中學
121.56162,25.10754,50535,中央站
121.58389,25.11686,9457,楓林橋
121.54798,25.14998,1001191,教師中心
121.551363,25.033133,2119,捷運信義安和 
121.5120415,25.08461546,50640,葫東重慶路口
121.5714045,25.08147565,1153,麗山街
121.59306,25.050052,20423,捷運昆陽站
121.5195149,25.0849837,50643,百齡里
121.62076,25.03724,4725,天公堂
121.543165,25.037854,337,仁愛復興路口( 
121.5719985,25.04492559,4828,永吉松信路口
121.602349,25.073588,1134,衛勤訓練中心
121.5032913,25.02478844,4643,中正新城
121.509565,25.045693,16206,中華路北站
121.5240461,25.06860322,16261,大同大學
121.4959508,25.02965826,1804,華江高中(西園)
121.53203,25.02252538,2333,新民國小
121.6228397,25.03811142,1723,舊莊
121.5423353,25.02516724,6021,復興南路口
121.5571939,25.10549017,9493,雙溪別墅
121.5007631,25.09124938,5981,永倫里(延平)
121.5117299,25.07600121,1433,污水處理廠
121.553053,25.0015186,1000035,興隆國小
121.5187013,25.05721464,1463,捷運雙連站
121.5620977,25.03702869,2072,市議會
121.5895202,25.00691157,4859,福德坑環保復 
121.58778,25.12488,885,聖人橋
121.5938562,25.05580338,1647,南港分局(向陽)
121.5819452,25.04523473,2155,捷運後山埤站( 
121.512447,25.142631,3277,48號公園
121.51367,25.07332706,1505,酒泉重慶路口
121.5658849,25.0821974,1000698,捷運西湖站
121.5153748,25.03356503,1873,財政大樓
121.540464,25.01415156,2232,臺灣科技大學
121.541294,25.097445,728,東吳大學(錢穆 
121.60835,25.052114,50124,捷運南港站
121.5779129,25.04726924,15113,松山車站(松山)
121.5894869,25.04662209,1615,修德國小
121.5583601,25.18477809,20239,後山
121.514032,25.0530701,16018,圓環(重慶)
121.5181229,25.02534601,6947,廈門街口
121.522365,25.15026,50668,泉源3號橋
121.557209,25.018381,20297,臥龍富陽街口
121.6115736,25.06720719,1057,捷運東湖站(南 
121.511345,25.07941175,5991,社子消防分隊
121.5251319,25.05037131,1272,林森北路一
121.5461397,25.07992383,1000126,捷運大直站
121.5397295,24.99088878,2523,滬江中學
121.49425,25.03129,1840,雙園街口
121.552898,25.051534,200005030,南京寧安街口 
121.5920229,25.07188708,8677,三總內湖站
121.524643,25.03537188,2126,信義杭州路口
121.464792,25.12378,14638,關渡
121.58365,25.0769777,1001287,文德二號公園
121.4843922,25.10582832,5975,富洲里八段
121.570973,24.991309,1000521,萬壽橋頭(木柵)
121.5259229,25.06354923,7607,中山國小
121.5884451,25.039558,6732,成福路口
121.5261106,25.12459531,14617,福德廟(行義)
121.597276,25.132229,774,風櫃嘴
121.5468287,25.09717224,660,外雙溪(故宮)
121.52355,25.02244308,1938,河堤國小
121.56491,25.11293,735,明德樂園
121.55737,25.10712,9492,劍南橋
121.524405,25.048095,7614,華山公園
121.575161,25.034072,2143,國稅局宿舍
121.5435614,25.051804,50004,捷運南京復興 
121.515234,25.096205,4133,兒童新樂園
121.5046188,25.13064857,492,福安宮
121.58447,25.11958,9423,溪山派出所
121.55904,25.079853,9402,大直美堤花園 
121.5879595,25.04911005,3924,國華新村
121.611642,25.070261,8534,明湖國中
121.5528519,24.98699076,7003,中港抽水站
121.565313,25.041016,2150,捷運市政府站
121.5324947,25.03998137,1000396,捷運忠孝新生 
121.5740149,25.05005272,16001,松山農會
121.5311111,25.11821064,50647,三玉宮
121.5742675,25.08522466,8545,麗山新村
121.5380395,25.01216247,2219,公館
121.5374544,25.06239868,4081,民權建國路口
121.541207,25.080588,9440,通北街口
121.5108349,25.06806956,1408,天師宮
121.5205105,25.115554,7249,宏國新村
121.552275,25.03658,2210,仁愛國中
121.5716556,24.99339934,2499,萬芳路口
121.543749,25.014422,1065,臺大癌醫
121.5141052,25.05575523,16201,朝陽公園(鈕釦 
121.5648858,25.05150224,50160,南京公寓(捷運 
121.56826,25.028959,6680,信義國中(松仁)
121.5694638,25.03917116,4831,中油大樓
121.5331063,25.0605356,6707,捷運行天宮站
121.5556576,25.08003282,1333,大直美堤花園 
121.577971,25.049799,200005044,松山車站2
121.58736,25.08164,1079,國立台灣戲曲 
121.5241151,25.1022033,50667,捷運芝山站(福 
121.5326354,25.0265302,6024,溫州街口
121.5291421,25.12798665,14614,明山宮
121.5654854,25.06511573,1000632,莊敬里
121.518848,25.032297,1982,捷運中正紀念 
121.5464774,25.13808828,629,文化大學
121.5558219,25.0621222,8604,中華航空
121.5401689,25.05188831,50002,南京龍江路口
121.5235145,25.04236776,1915,成功中學(濟南)
121.5200282,25.07417026,1000169,明倫高中
121.5284341,25.13276987,7218,行義路一
121.59311,25.06211,1026,石潭公園
121.54455,25.09704,624,中影文化城
121.5257118,25.05211437,16013,南京林森路口
121.5687254,25.10740786,9417,翠山街
121.53164,25.10193,9452,惠濟宮
121.5131132,25.08197918,50639,士林簡易庭
121.5443672,25.02061402,2270,青年活動中心
121.5085237,25.08681838,7257,重陽橋
121.55153,25.051836,200005026,南京敦化路口( 
121.554207,24.98437446,2522,實踐國中
121.5213971,25.05755863,1458,馬偕醫院
121.5612469,25.07997179,9406,濱江國中
121.5503261,25.00093108,2542,興德國小
121.5493608,25.0332776,2329,信義敦化路口
121.5306442,25.01864854,2230,台電大樓
121.5491631,25.03933552,2211,安和敦化路口
121.587645,25.127092,468,聖人瀑布
121.5202126,25.09377978,575,士林區行政中 
121.5272711,25.0534204,6700,吉林國小
121.5457697,25.03323233,2112,信義大安路口
121.528677,25.03978991,2339,金山泰安街口
121.6093084,25.07181015,50442,明湖國小(公共 
121.52925,25.05818469,1346,中原街口(老人 
121.5192165,25.07258605,1453,庫倫街口
121.5663619,24.98869597,56107,木柵
121.5219627,25.05123482,1000064,中山市場
121.5164691,25.06298249,1427,民權大龍街口
121.553194,25.01362208,2323,第二殯儀館
121.56523,25.05013,1542,東興路一
121.5330136,25.05232146,1000806,捷運松江南京 
121.556952,25.052989,1551,南京新村
121.513281,25.07420117,200005074,臺北市立圖書 
121.5184482,25.05453575,10202,建成公園
121.61555,25.04483,1611,中研新村
121.518152,25.062226,165,成淵高中
121.529402,25.102102,9451,名山里
121.52797,25.11588,570,台北美國 / 日 
121.57011,24.984828,2521,木南公園
121.576778,24.9968,1000436,貓纜動物園站
121.5287113,25.13576295,7217,行義路二
121.565536,25.034635,2044,101國際購物中 
121.5902377,25.08027956,1029,成功路三段
121.600002,25.078043,8517,紫雲里
121.544363,25.060913,1575,捷運中山國中 
121.521603,25.039391,20403,仁愛林森路口
121.508267,25.042517,1000079,捷運西門站
121.5435665,25.0396268,2351,懷生國中
121.560289,24.981661,2362,力行國小
121.5474364,24.99960623,1000037,興隆市場
121.5405246,25.06250348,20265,榮星花園(民權)
121.5588937,25.00728322,1000446,辛亥國小
121.517331,25.033744,1978,捷運中正紀念 
121.5175036,25.02663782,3906,和平西路一段
121.527242,25.03323,6678,捷運東門站(金 
121.530588,25.105383,941,聯合醫院陽明 
121.528899,25.02000877,2353,捷運台電大樓 
121.5262961,25.1070703,50654,石油新村
121.54926,25.02644,200005072,遠東國際飯店
121.505971,25.08943,739,社子派出所
121.5718481,25.08110651,8410,麗山街
121.607465,25.072468,1089,捷運葫洲站(康 
121.525327,25.085353,803,捷運劍潭站(中 
121.52477,25.084918,1000170,捷運劍潭站(基 
121.50435,25.136505,113,北投公園
121.497963,25.132266,358,捷運北投站(北 
121.5155658,25.02914485,1000399,寧波重慶路口
121.5293118,25.05779931,10415,中原街口(老人 
121.471449,25.123677,1000389,大愛電視臺
