Longitude(經度),Latitude(緯度),BSM_BUSSTO(公車站牌位置ID),BSM_CHINES(公車站牌名)
121.617338,25.039528,1687,胡適公園
121.58108,24.99891846,200000035,臺北市立動物 
121.5328792,25.0624483,1239,民權松江路口
121.5665183,25.04661817,1540,東興路
121.570212,25.139328,933,興農橋
121.5362792,25.05196068,50005,南京建國路口
121.5636227,25.05769792,10404,三民路
121.5083593,25.08614936,773,重陽橋
121.5325543,25.05776804,1570,捷運行天宮站
121.567491,25.040977,3916,捷運市政府站
121.574723,24.978053,1001213,大草坪(自強宿 
121.52976,25.0962,3954,福林國小
121.5638417,25.08294527,8521,治磐新村
121.534722,25.014321,1991,捷運公館站
121.5342092,25.04185462,1900,臺北科技大學( 
121.5182099,25.06792309,1424,民族承德路口
121.5962274,25.08298571,8412,清白里
121.558862,25.026046,7203,景勤2號公園
121.5751478,25.033964,2142,國稅局宿舍
121.5150586,25.05710739,1482,靜修女中
121.5384157,25.00386391,2412,武功國小(羅斯 
121.544929,24.99693266,2467,景興國中
121.5223019,25.030034,2341,潮州街口
121.514353,25.07201853,1454,酒泉重慶路口
121.542348,25.0334911,2281,師大附中
121.5380846,25.02349923,2249,辛亥路口
121.5259674,25.0627679,1000182,捷運中山國小 
121.5401266,25.09752185,807,梅林新村
121.5902313,25.07688456,3996,方濟中學
121.5941669,25.08329141,8538,捷運內湖站
121.500853,25.133809,120,北投國小
121.502413,25.134801,399,第一銀行
121.4697854,25.1223754,546,關渡站
121.558265,24.994278,1001334,臨時站
121.533752,25.109549,746,德行芝玉路口
121.5331621,25.03853737,1000130,仁愛新生路口
121.5925845,25.03999778,1674,南港花園社區 
121.5525654,25.05792327,1495,公教住宅
121.574153,24.99161,2510,萬壽橋頭(秀明)
121.57747,25.07898,200000032,臺北市立圖書 
121.524389,25.024371,1000044,羅斯福金門街 
121.5207605,25.03715482,1946,中正紀念堂
121.5649022,25.05128503,1545,南京公寓(捷運 
121.5624307,25.02949527,2162,景新里
121.49764,25.02318,200000000,萬華健康服務 
121.5896619,25.0532865,1614,中華賓士
121.55153,25.051836,200005025,南京敦化路口( 
121.5882232,25.04113594,1519,成福路口一
121.5144863,25.03858332,4612,一女中(貴陽)
121.552374,24.990333,2301,辛亥路6段21巷 
121.5696,25.024531,2082,松仁路
121.5013177,25.13215377,7241,中央南路
121.516899,25.024255,1000325,重慶南路三段( 
121.56842,25.031092,6730,松平路口
121.5775386,25.08055757,1105,港墘
121.56547,25.03081,50156,世貿新城
121.5686244,25.10751787,910,翠山街
121.5377694,25.04861899,1000255,中山女高
121.5532159,25.0378288,6925,仁愛國泰醫院
121.5484869,25.03237793,2185,大安國中
121.529506,25.033564,200005004,捷運東門站5
121.5906729,25.08566368,8542,碧山岩
121.5723441,24.99595929,1001413,木柵高工
121.5082859,25.04173006,1793,捷運西門站
121.5039775,25.03579049,1835,龍山國中
121.555136,25.026921,3705,喬治商職
121.54798,25.01748,2248,自來水處(辛亥)
121.495841,25.13174,39,大業路(捷運北 
121.5235969,25.10889729,4892,蘭雅國小
121.551864,24.987807,56101,溝子口
121.5277991,25.02679942,6025,師大
121.529124,25.03795728,2216,仁愛臨沂街口
121.5264719,25.03059923,2196,公企中心
121.5983569,25.06703591,1019,民權東路六段( 
121.5004218,25.03074168,1811,萬大路
121.609887,25.036964,1001432,忠靈堂
121.61688,25.0761,176,安泰街
121.5546221,25.03319343,2132,信義通化街口
121.470551,25.12274607,18077,大度立德路口
121.5963848,25.08456012,1000737,金龍里
121.531411,25.125651,14668,天母圓環
121.5852207,25.01485747,1001257,廣化天宮
121.5261794,25.12452925,14618,福德廟(行義)
121.5086971,25.08794276,738,社子市場
121.530291,25.064526,1375,新福里
121.5611299,25.03755732,6921,國父紀念館
121.568428,25.012145,2158,清水祖師廟
121.577971,25.049799,200005043,松山車站1
121.5398281,25.11125082,50650,忠孝新村
121.5286111,25.02321733,2296,師大路
121.530224,25.06708551,1251,吉林路底
121.5292895,25.04046443,6677,金山泰安街口
121.55794,25.04698,60137,臺北市區監理 
121.6035015,25.05382688,50017,台肥新村
121.5334819,25.0972848,777,泰北中學
121.5325049,25.03851117,6681,仁愛新生路口
121.52223,25.045222,1998,捷運善導寺站
121.5557812,25.00307476,1000451,捷運辛亥站一
121.519866,25.052867,14680,捷運中山站(志 
121.543819,25.052018,200005019,捷運南京復興 
121.552392,24.988643,1000757,溝子口(幸福華 
121.5024902,25.03997288,1784,祖師廟(貴陽)
121.5277179,25.0929423,796,捷運士林站(中 
121.5329852,25.04823721,1281,長安松江路口
121.467024,25.125124,391,捷運關渡站
121.5783099,25.08298972,8631,麗山高中(港墘)
121.535311,25.058099,1571,民生松江路口
121.533435,25.018239,2224,臺大
121.5028248,25.08955282,741,社子國小
121.5020893,25.02959932,1758,西藏路
121.5311508,25.01743385,2231,台電大樓
121.51992,25.03378769,1985,捷運中正紀念 
121.5066612,25.02723648,4603,中華南海路口
121.579926,24.998553,50672,捷運動物園站
121.596717,25.055561,8627,南港分局(重陽)
121.5772501,25.05008835,200005039,松山車站(八德)
121.4996546,25.12273923,40,大業路(農禪寺)
121.509856,25.024768,1748,古亭國中
121.5752492,24.99936058,56110,博嘉國小
121.543089,25.044942,1223,市民復興路口
121.5557794,25.03777432,6926,仁愛延吉街口
121.5924884,25.03883669,1673,南港花園社區 
121.5260274,25.02224338,2359,羅斯福浦城街 
121.5508834,25.03772123,1863,仁愛安和路口
121.557829,24.999259,2449,捷運萬芳醫院 
121.5708982,24.98719412,2426,指南路口
121.5502751,25.01801493,4805,芳和國中
121.5593978,24.98882531,56104,再興中學
121.4938266,25.14528805,1000928,秀山里
121.5694536,25.04118352,2138,消防局(忠孝)
121.5347559,25.02635003,2256,和平新生路口
121.563767,25.048841,1524,八德東寧路口
121.536537,25.07275934,1000931,大佳國小
121.55985,25.05381,1522,長壽公園
121.5249869,25.03676,1935,仁愛杭州路口
121.498724,25.035168,3941,捷運龍山寺站
121.5172636,25.02540312,2007,廈門街口
121.5416992,25.07967251,9437,空軍司令部
121.52802,25.01920769,4758,三軍總醫院(辛 
121.470858,25.13598531,107,臺北城市科技 
121.569056,25.051482,1000206,南松山(南京)
121.5283198,25.09477746,576,士林官邸(中山)
121.55197,25.063291,1536,松山機場
121.5656389,25.00334194,2495,萬芳國宅
121.5903965,25.08571112,1135,碧山岩
121.5305785,25.06714532,16250,吉林路底
121.5523069,25.03403167,2287,捷運信義安和 
121.5590428,25.07998005,8652,大直美堤花園 
121.585467,25.06872,966,三民國中
121.5389475,25.00320336,244,武功國小(羅斯 
121.610465,25.05265346,3922,工程營產中心
121.5398685,25.00406915,2413,武功國小(興隆)
121.6097974,25.03387231,4085,中華科技大學( 
121.4692349,25.11957867,14634,關渡自然公園
121.5263416,25.11870502,638,天母國小
121.52803,25.02092,2297,捷運台電大樓 
121.5578044,25.01926083,2172,黎忠市場
121.576905,24.990413,2368,大誠高中
121.558778,24.993046,2451,海巡署一
121.5253871,25.05688638,1355,華泰飯店
121.590991,25.087604,1001286,太陽廟
121.6150365,25.07452885,20267,湖山村
121.5222201,25.0436427,1937,青島林森路口
121.577214,25.050085,15104,松山車站(八德)
121.5535658,25.02321019,2146,捷運六張犁站( 
121.5438531,25.029,6997,開平餐飲學校
121.5231331,25.06283184,1236,民權中山路口
121.5115685,25.04347471,2002,博愛路
121.49163,25.02288,1767,東隆宮
121.539628,25.157312,1001320,第一停車場(花 
121.5401196,25.01330692,1000046,臺灣科技大學
121.511666,25.056387,20252,民生西路口(大 
121.546262,25.03335613,2113,信義大安路口
121.5156894,25.04656355,1882,臺北車站(忠孝)
121.54599,25.04836,200000020,臺北市立圖書 
121.520729,25.03729084,1947,中正紀念堂
121.5633126,25.0281418,2051,臺北醫學大學
121.56965,25.11447,959,雙溪淨水場
121.560457,24.997076,1000857,文山運動中心( 
121.57697,24.98897,2520,萬興圖書館
121.5905214,25.06700021,985,上灣仔
121.623325,25.039454,50092,舊莊站
121.56389,25.054965,50006,三民健康路口( 
121.5020378,25.02204696,4624,青年路派出所
121.5138258,25.05676602,1422,民生重慶路口
121.5225688,25.06430142,16264,大同公司(晴光 
121.5301503,25.10708322,964,蘭雅新城
121.564099,25.083069,194,治磐新村
121.5888266,25.06893242,991,內湖行政大樓
121.52579,25.095164,795,捷運士林站(中 
121.5379307,25.0977207,950,雙溪公園
121.468763,25.128392,199,一德街口
121.5079776,25.02778358,1000276,國盛國宅
121.509833,25.024664,4601,古亭國中
121.5238266,25.06819991,1000901,大同大學
121.5279431,25.10752393,717,忠義新城
121.5484483,25.0264343,13115,鳳雛公園
121.564536,25.032802,6927,捷運台北101/世 
121.5208496,25.02443665,1974,強恕中學
121.4805518,25.13613442,3967,忠義
121.5258054,25.06098749,7609,新興國中
121.533187,25.04191679,2264,捷運忠孝新生 
121.5109043,25.08067051,5990,海光新村
121.5407532,25.03746933,2205,仁愛建國路口 
121.566356,24.99047104,56080,華夏六村
121.5478572,25.01236379,20294,芳蘭山莊
121.525339,25.10833609,703,克強游泳池
121.59315,25.06242,50435,石潭公園
121.5233015,25.09460485,586,士林國中
121.528475,25.020643,2358,捷運台電大樓 
121.5439564,25.04290448,6993,捷運忠孝復興 
121.493194,25.034033,1001358,華江派出所
121.6051242,25.08280034,8524,大湖公園
121.5951254,25.00220303,12218,文和橋
121.5134249,25.05312825,4668,圓環(天水)
121.527086,25.11412,50632,賴厝
121.544649,25.017752,2244,基隆長興街口
121.5496744,25.0270962,2236,全安里
121.542468,25.015403,2225,臺大癌醫(基隆 
121.5569877,24.98181,20342,木新區民活動 
121.5132683,25.05395523,4665,圓環(鈕釦街)
121.5827816,25.0562277,50429,週美里
121.5672683,24.9991706,2489,萬利街口
121.522214,25.04161112,2006,開南商工
121.5082192,25.04094605,50040,捷運西門站
121.6159492,25.04937901,50021,南港水廠
121.579615,25.05638316,1001141,南京舊宗路口
121.5135823,25.11659231,4662,石牌國中
121.564112,25.033034,200005011,捷運台北101/世 
121.5877474,25.05304809,4001,南港路三段
121.5096556,25.08615054,5988,葫蘆寺
121.542187,25.02484568,2327,復興南路口
121.599056,25.079466,50504,美國在臺協會
121.50867,25.052779,16253,玉泉里
121.550715,25.051571,200005028,南京敦化路口( 
121.4784409,25.13516084,7235,桃源國中
121.5255878,25.05676553,1354,華泰飯店
121.522957,25.09476,1000275,士林國中
121.5373789,25.03991641,1000944,空軍總部
121.610238,25.075437,1095,康寧護專
121.5592465,24.98865,2403,再興中學
121.5481674,25.06205828,60134,民權敦化路口
121.576197,24.996309,2443,貓纜動物園站
121.5315658,25.121299,50638,天母新村
121.5809993,25.06359977,4820,東南客運停車 
121.5365504,25.049848,6655,中山女高
121.5875659,25.07870358,998,內湖高中
121.5289051,25.15445173,5016,風尾
121.6076015,25.07263269,8535,捷運葫洲站(康 
121.52469,25.062846,4097,捷運中山國小 
121.5190252,25.07339135,1442,明倫高中
121.509506,25.08527597,888,葫蘆寺
121.595911,25.068379,8673,國防醫學院(網 
121.5426452,24.99313815,57707,景美國中
121.5745071,25.04545509,2141,國民住宅
121.6042759,25.07342245,1000105,金湖路口
121.6134155,25.07701405,1001282,康寧天闊站
121.61591,25.05513,1666,南港展覽館
121.587325,24.989589,50676,政大清境社區
121.56469,24.982483,1000453,忠順廟
121.5743716,24.99787339,2440,捷運木柵站
121.5627068,25.10706805,9420,雙溪國小
121.5278361,25.05396477,6698,吉林國小
121.532558,25.03400876,6669,信義新生路口
121.5270288,25.05780797,10410,中山里(民生)
121.553126,25.110303,768,指福宮
121.496298,25.0288293,1803,華江高中(西藏)
121.5078996,25.08923853,5986,社園里
121.5000872,25.02109899,1750,光仁國小
121.5527041,25.03418528,6920,捷運信義安和 
121.4714491,25.12976783,3971,和信醫院
121.52587,25.01996,1923,客家文化主題 
121.5279853,25.10763073,50660,忠義新城
121.506886,25.037787,1000080,小南門
121.5356416,25.06571166,6666,第二果菜市場
121.493015,25.028698,4633,環南市場
121.527349,25.090679,1000264,台電台北北區 
121.6145567,25.05311326,1693,國家文官學院
121.5181742,25.06487427,1401,大同國小
121.563551,25.024496,1001346,松山寺
121.5415037,25.05486051,1293,長春市場
121.5435,25.03736,200005071,福華飯店
121.5120092,25.07601162,3896,污水處理廠
121.599106,25.078854,1059,康寧AIT社區
121.543931,25.062247,1000326,民權復興路口
121.5177052,25.07203242,16204,庫倫街
121.591673,25.07858481,1074,星雲街
121.5701844,24.99031431,2381,文山行政中心
121.553793,24.98186209,7001,木新路口
121.5456085,25.01325116,2268,芳蘭路
121.5492038,25.14819544,943,聯勤陽明山招 
121.5328759,25.05502686,1294,長春松江路口
121.59252,25.08013,4861,康寧路一段
121.53727,25.04637738,1187,進安公園
121.603166,25.063062,1000207,內湖焚化廠(安 
121.55865,25.15167,842,菁山遊憩區
121.5395458,25.15696388,5020,陽明公園服務 
121.535942,25.160556,10014566,陽明公園後門
121.4969808,25.13726485,5058,文化區民活動 
121.560109,25.108243,908,翠山派出所
121.5663042,24.99061953,2477,華夏六村
121.5113869,25.02422768,4882,崁頂(中華路)
121.607816,25.052565,538,捷運南港站
121.5215575,25.10459016,925,德行西路
121.5215079,25.04483077,1000498,行政院
121.5342547,25.05499353,7610,長春國小
121.5147661,25.09512,3328,士林監理站
121.5756336,25.03787344,20269,土地銀行
121.5459328,25.09806813,9449,故宮路口
121.506288,25.135853,478,北投綠色圖書 
121.543591,25.104977,723,拔子埔
121.5414932,25.05445244,7613,長春市場
121.52425,25.01812,4875,嘉禾社區
121.56935,25.02112,2137,泰和里
121.5652296,25.15880792,60141,松園
121.616838,25.075256,20375,安泰里一
121.5415364,25.10318516,937,嶺頭
121.5071198,25.04721976,1816,萬華運動中心
121.5163665,25.11722016,14625,永明派出所
121.545859,24.998797,2546,靜心高中
121.5224289,25.08132544,919,劍潭國小
121.5852471,25.01463901,1712,廣化天宮
121.5115834,25.10510762,281,建民里
121.5306961,25.14789936,14601,龍鳳谷
121.5005979,25.13047791,356,捷運北投站(大 
121.521978,25.112694,7248,奎山國中
121.5272084,25.14322038,7209,惇敘工商(行義)
121.598698,25.051906,4851,臺北流行音樂 
121.564747,25.144435,1000945,衛星電台
121.56344,25.12159557,55011,擷翠新村
121.501442,25.10163,177,洲美街219號
121.5316796,25.04009617,2334,新生南路一段
121.6146234,25.03475477,1686,研究院路三段
121.586344,25.01244,4856,富德公墓14區
121.506324,25.140667,1000407,雅敘園
121.563292,25.033102,200005012,捷運台北101/世 
121.5045966,25.03221662,4606,大埔街
121.524616,25.026787,2311,捷運古亭站(和 
121.5867,25.043831,50074,香檳新村
121.5055698,25.08959383,5985,社子派出所
121.5804406,24.9744406,56090,樟山寺一
121.510841,25.141245,8,八勝園
121.57382,25.11624,9428,碧溪橋
121.494436,25.0259561,1841,寶興街
121.5736717,25.12496147,9467,我家花園
121.5566222,25.07659598,4066,美堤碼頭
121.4996729,25.03777047,4625,龍山寺(西園)
121.5613198,25.1513866,884,菁山遊憩區一
121.5280489,25.06180923,6662,新興國中(新生)
121.6137831,25.05277613,1694,國家文官學院
121.58425,25.08454,8543,碧湖山莊
121.5576353,25.03375658,2033,三張犁
121.553052,24.99787784,15110,懷恩隧道
121.563717,25.024773,2091,松山寺
121.562545,25.178991,1054,馬槽溫泉
121.5809582,24.98155414,2393,水鋼琴社區
121.57303,25.13068,14409,倫仔尾
121.5422407,25.04141058,2316,捷運忠孝復興 
121.57892,25.048184,2092,松山車站(松隆)
121.5631789,25.16772134,1001267,冷水坑(往陽明 
121.5633375,25.01263492,2108,臥龍新村
121.5474217,25.15249728,14426,陽明山
121.555554,24.980465,2462,景美女中
121.5139558,25.03238167,1858,中正二分局
121.578253,25.13909,9476,平菁街93巷二
121.528575,25.026041,20383,師大
121.5252189,25.11841535,915,齊賢華廈
121.53636,25.15995,20366,陽明瀑布
121.55836,25.14736,1001016,菁山三
121.5235168,25.04757136,1222,市民林森路口
121.602573,25.052569,4853,市民大道八段
121.4970885,25.13713925,5057,文化區民活動 
121.506479,25.12457,84,公館華廈
121.54543,25.04807,20357,臺安醫院
121.5873946,24.98830974,2526,綠野山莊
121.5403116,25.07939992,1382,空軍司令部
121.5180733,25.07184017,1452,庫倫街
121.5162846,25.04192841,1993,捷運台大醫院 
121.5663295,25.0591755,60133,新東街口
121.5767781,25.08404445,1149,麗山高中(環山)
121.5037305,25.13265899,7243,北投市場(公館 
121.5892129,25.0618022,5046,南京金莊路口
121.5446672,25.16296686,5022,陽明書屋
121.598398,25.052075,4852,臺北流行音樂 
121.5479839,24.99812523,1001337,景華街
121.4978484,25.02284001,1770,東園國小
121.5128455,25.05191156,3946,延平一站(長安)
121.5515055,24.99783935,4880,興業里
121.5156553,25.07205384,1000072,大龍峒保安宮
121.52567,25.03951,1001466,仁愛路二段
121.54955,25.04465,4043,市民敦化路口
121.5567763,25.12750263,60144,新安路五
121.552561,25.155492,20257,中山樓(正門)
121.5968837,25.07837229,1003,內湖新城
121.529855,25.05200781,16023,南京吉林路口
121.55176,25.02376,2307,捷運六張犁站( 
121.5524285,25.01511538,20416,第二殯儀館
121.5897099,25.08183001,993,內湖派出所
121.5380945,25.15881446,5018,大坑廟
121.5729533,25.07769211,1001795,瑞光路393巷
121.5720864,25.0321882,200005070,松德大樓
121.5265869,25.12283081,634,天北站
121.5565777,25.00446134,2441,捷運辛亥站
121.5323552,25.12503193,4990,天母圓環
121.557794,25.18395365,20337,後山
121.5574438,25.03660899,2054,市民住宅
121.5136709,25.06267061,8623,捷運大橋頭站
121.5693431,24.97999469,14693,蔣公銅像
121.5043616,25.08920463,666,社新里
121.55784,25.12245,605,大興山莊
121.48868,25.14363,20303,大華柏園
121.569352,24.998788,1001253,捷運萬芳社區 
121.482799,25.115812,1001293,下八仙土地公 
121.567787,25.106078,9405,大崙尾山步道 
121.55779,25.12251,9442,大興山莊
121.4956085,25.09588237,893,福安里
121.513272,25.119718,1000708,陽明大學校門 
121.5282534,25.06898411,1369,新生民族路口
121.572948,25.12412243,14405,平菁街116巷口
121.6166759,25.06810316,8530,東湖國小
121.607046,25.056276,1000627,南港高工一
121.48985,25.14254282,50061,集應廟
121.5575356,25.03060286,60123,光復南路口
121.5299726,25.05419889,1000672,吉林國小
121.54998,25.04487,4044,市民敦化路口
121.511085,25.064085,1480,延三觀光夜市
121.575973,25.0586435,1000281,新湖民善街口( 
121.5353894,25.14312824,1000416,大埔(明玄宮)
121.5185308,25.06629997,10205,大同國小
121.5332351,25.0622577,6705,民權松江路口
121.6047,25.07245,50443,民權隧道
121.513275,25.131561,1001261,照明寺
121.6052,25.0831,50448,大湖公園
121.5695121,25.02439599,4798,松仁路
121.529105,25.068448,4689,新生公園
121.5555635,25.02351013,6019,信安街
121.5053475,25.04063727,4176,長沙街
121.5645684,25.07081009,1000811,上塔悠
121.523844,25.138609,50065,陽明山靈骨塔
121.5182479,25.09540166,572,天文科學館
121.5275733,25.03674088,2215,仁愛路二段
121.5598281,25.10967985,743,社區發展協會
121.5673946,24.98537651,1000456,景文中學(臺灣 
121.5361321,25.00063737,1001782,古亭地政事務 
121.506158,25.139454,1001311,華僑會館
121.527565,25.03422,200005001,捷運東門站2
121.6184496,25.0689659,50444,東湖社區
121.467156,25.120832,549,關渡國中(關渡 
121.5634888,25.02824116,7004,臺北醫學大學
121.535185,25.013993,1990,捷運公館站
121.587906,24.987239,50678,棲霞山莊
121.509862,25.048737,200005020,捷運北門站1
121.56649,25.041265,2149,捷運市政府站
121.5314967,25.10178964,829,惠濟宮
121.5568757,25.12116696,14413,永公路三
121.5668598,25.04907125,1589,新聚里
121.4729941,25.13593958,1000910,北藝大游泳館
121.511073,25.02706,1001128,汀州路
121.59524,24.96881,4653,貓空壺穴站
121.60469,25.073547,1000106,金湖路口
121.5136927,25.05715048,1421,民生重慶路口
121.5020009,25.03977016,1785,祖師廟(康定)
121.597115,25.062125,50439,蘆洲里
121.541178,25.17508,832,游園站
121.564952,25.144802,1000946,衛星電台
121.498755,25.142065,63,中和里
121.581269,25.063591,1043,東南客運停車 
121.470426,25.133906,2714,北藝大行政大 
121.505291,25.141179,5063,進賢路口
121.580393,24.989187,2438,國關中心
121.543343,25.03251207,2183,大安高工
121.5621276,25.00169476,2373,公務人員訓練 
121.5328472,25.05411811,6714,松江長春路口
121.5187264,25.06925612,10206,民族承德路口
121.5618292,24.98430779,1000441,忠順街口
121.5185379,25.06087,1432,成淵高中
121.510506,25.049583,200005021,捷運北門站2
121.5854375,24.98121255,1000851,指南宮
121.5648933,25.03583681,2069,市政府(松壽)
121.5414707,25.0776736,1213,北安國中
121.6093837,25.05892363,1629,育成高中
121.5579606,25.11146528,9490,外雙溪橋
121.5701816,24.99153491,2387,木柵國小
121.4690401,25.11963861,544,關渡自然公園
121.5834047,25.00304395,56111,石壁坑
121.527732,25.096946,60140,福林橋
121.5636643,25.05259041,1521,西松國小
121.5789914,25.06694226,8602,民權大橋
121.55853,25.01825,2157,捷運麟光站
121.5291615,25.062594,1000162,民權吉林路口
121.468603,25.109113,4896,富洲里
121.5136438,25.06615028,1001006,昌吉重慶路口
121.6156,25.05534,1664,南港展覽館
121.5552527,25.12119053,60152,居安新村
121.563111,25.003475,10139,萬美社區
121.544017,25.061287,1574,捷運中山國中 
121.5403137,24.99927442,1000234,萬隆
121.5535356,24.9817553,2392,木新路口
121.5686656,25.02622671,4797,吳興國小(松仁)
121.582245,25.044536,3917,捷運後山埤站( 
121.4926338,25.14526337,1000350,貴子坑水土保 
121.51409,25.14301,5069,慈惠堂
121.5483618,25.1104191,861,陽明教養院
121.5427326,25.057457,1206,臺北大學(臺北 
121.5226594,25.04198638,7602,開南商工
121.5321725,25.04398226,6690,臺北科技大學
121.568904,25.061001,1000630,塔悠路
121.5708882,25.00310626,2515,萬寧街
121.50821,25.08156,4035,海光公園
121.5474973,25.03795657,6919,仁愛敦化路口
121.57643,25.01644,2168,網球場
121.603153,25.063126,1000204,內湖焚化廠(安 
121.5434943,25.0370191,2349,聯合醫院仁愛 
121.510586,25.050667,1001788,捷運北門站
121.538435,25.007707,1000036,師大分部
121.560548,25.025877,4033,克勤新村
121.51406,25.14187,20360,上北投
121.55728,25.03754,1862,仁愛光復路口
121.5436838,25.07978102,9433,大直高中
121.6193513,25.07264508,1055,東湖國中
121.525046,25.103198,922,德行(中山忠誠 
121.5432795,25.03328151,1000109,捷運大安站(信 
121.569875,25.055027,1000217,發電所(西松高 
121.5166342,25.02986525,1969,自來水西分處( 
121.5229699,25.05624226,1000157,國賓飯店
121.540787,25.072252,1278,河濱公園大佳 
121.5621625,25.05421721,1000019,健康新城
121.533565,25.06256863,1240,民權松江路口
121.5766674,25.04556262,4090,永春國小
121.600365,25.07757,8516,紫雲里
121.579322,25.06531552,4796,行忠行愛路口
121.5315526,25.04424993,6689,臺北科技大學
121.5730648,25.04752651,15106,永吉國中
121.540379,25.167218,168,竹子湖派出所
121.6210807,25.02994207,4728,福聖宮(山水綠 
121.6237516,25.0217876,4721,福音山莊
121.6211881,25.07620177,1000201,五分埤
121.553478,25.02736765,4864,法治公園
121.5139586,25.09515,654,士林監理站
121.57364,25.04766598,2057,永吉國中
121.576798,25.067659,891,瑞湖街口
121.5107678,25.028321,1001445,龍興宮
121.5785,25.11948,939,礁坑橋（普宜 
121.5516959,25.03785214,6924,仁愛安和路口
121.5085517,25.11256049,50641,承德路七段
121.5041681,25.03069707,4605,廈安里
121.5286408,25.10505013,3949,雨農國小
121.583351,25.046356,1000674,合心廣場
121.4941353,25.14542837,7236,秀山里
121.607246,25.055781,1662,南港高工一
121.5098436,25.0300525,2004,植物園
121.468095,25.132855,20312,臺北城市科技 
121.529958,25.026362,2291,師大綜合大樓
121.6093127,25.05902412,60102,育成高中
121.507339,25.025045,4620,青年公園(國興)
121.5697613,25.0457633,2177,興雅國小
121.5570482,25.02859335,2035,三興國小(臨江 
121.5179793,25.10716472,7246,明德國中
121.5316696,25.10882301,1000292,德行東路
121.590782,25.04980829,3923,陸軍後勤指揮 
121.6143084,25.06876328,5441,五分社區
121.5331506,25.05761389,6704,捷運行天宮站
121.5597588,24.98937794,2434,馬明潭
121.5916763,25.08609269,490,碧山路口
121.547986,25.080216,4187,捷運大直站
121.5564305,25.08316101,1000501,敬業三路一
121.5040228,25.03871131,1808,昆明活動中心
121.5170035,25.0462559,1886,臺北車站(忠孝)
121.5042974,25.02961039,20344,廈安里
121.5109534,25.07950172,740,社子消防分隊
121.5742485,25.13502621,823,陳厝
121.555957,25.142279,14420,山豬湖
121.5542572,25.022926,2147,捷運六張犁站( 
121.550994,24.999711,4881,興隆公園
121.5372566,25.05200622,1546,南京建國路口
121.5621546,25.1113291,9418,翠山莊
121.601404,25.087774,14682,大湖山莊街169 
121.5149227,25.03637876,1912,市立大學附小
121.5120022,25.11975292,442,陽明大學(東華)
121.509381,25.045696,1744,中華路北站
121.5384399,25.04146083,2234,正義郵局
121.5431376,25.02438314,1000448,國立臺北教育 
121.6058946,25.05571568,50105,興華路
121.523978,25.046759,7604,北平林森路口
121.5582434,25.11155274,661,外雙溪橋
121.543818,25.052454,1340,捷運南京復興 
121.587911,25.010807,4857,富德公墓20區
121.5119851,25.13898562,4823,中心街口
121.5038365,25.02028075,20406,青年公園(馬場 
121.5644973,24.98270885,2411,忠順廟
121.587477,24.989429,2504,政大清境社區
121.5568095,25.05277814,60135,南京新村
121.53164,25.02119847,2336,溫州街口
121.519329,25.05306623,200005037,捷運中山站(志 
121.5483268,25.08085163,9435,植福宮
121.5564067,25.12481644,60145,新安路四
121.5361615,25.06645561,20264,第二果菜市場
121.5220328,25.09061321,7258,公教住宅
121.6144895,25.03461218,3870,研究院路三段
121.5806241,25.07851679,8415,湖光國宅
121.5474979,25.02470724,6020,臥龍街
121.60707,25.058155,1000755,南港高工(重陽)
121.55201,24.987671,2485,溝子口
121.551896,25.08586247,1254,自強隧道
121.517416,25.030967,1000193,南昌路
121.595404,25.135463,751,全成土雞城
121.5705095,25.00479842,1000088,和平東路四段
121.6243761,25.03749047,1725,舊莊二站
121.5285602,25.10543963,3952,雨農國小
121.5932638,25.06899299,8672,福華商場
121.5557293,25.05823855,1497,介壽國中
121.525308,25.123542,55001,福德廟(石牌)
121.543237,25.051719,200005016,捷運南京復興 
121.571127,24.991315,1000541,萬壽橋頭(木柵)
121.532388,25.051842,200005023,捷運松江南京 
121.5552344,25.03762171,1864,仁愛延吉街口
121.55774,25.04937,1578,博仁醫院
121.516315,25.025434,1920,重慶南路三段( 
121.56906,25.05804872,1587,新東里
121.5343682,25.04233941,2228,臺北科技大學( 
121.5087651,25.04458462,1001169,中華路北站
121.5271183,25.14431644,7207,惇敘工商(泉源)
121.5525029,24.99791315,2550,懷恩隧道
121.5339575,25.05461223,1295,長春國小
121.5779488,25.04000661,15117,永春公寓
121.5938791,25.08346154,1071,捷運內湖站
121.5025486,25.13492452,7239,第一銀行
121.536781,25.113461,4994,士東路
121.570457,25.001753,2491,萬芳社區
121.59955,25.0881,20345,大湖國小
121.607188,25.053282,4847,南港車站
121.5349314,25.02517578,2255,龍安國小(公務 
121.533077,25.12163877,4985,東和公園
121.500485,25.025045,1830,德昌街口
121.561881,25.151066,50521,絹絲瀑布
121.5787211,25.06231761,4020,新湖舊宗路口
121.564965,25.161371,1001268,田尾湖
121.504124,25.136348,112,北投公園
121.5261767,25.03199604,1000515,愛國金山路口
121.5525986,25.03767772,2305,仁愛國泰醫院
121.55011,25.04815,1499,臺視
121.5127675,25.03757663,1000628,一女中(重慶)
121.531929,25.105118,200005053,聯合醫院陽明 
121.5635395,25.03866018,4171,市政府(市府)
121.5634805,25.11258143,9488,沙崙下
121.49478,25.03611,1834,龍山國小
121.5267837,25.03063557,6676,公企中心
121.5189668,25.05762997,1342,捷運雙連站
