SITE_ID(Taipei-Free熱點代碼),AGENCY(機關名稱),NAME(熱點名稱),VENDOR_ID(業者),AREA(行政區),Address(地址),LATITUDE(緯度),LONGITUDE(經度)
TPEA000201,臺北市政府都市發展局,臺北市政府大樓9F西南區中央走道東側,中華電信,信義區,110臺北市信義區市府路1號,25.03717,121.56431
TPEA000202,臺北市政府都市發展局,臺北市政府大樓9F西南區北側隔間,中華電信,信義區,110臺北市信義區市府路1號,25.037262,121.564144
TPEA000203,臺北市政府都市發展局,臺北市政府大樓9F西南區中央走道西側,中華電信,信義區,110臺北市信義區市府路1號,25.037219,121.563984
TPEA000204,臺北市政府民政局,臺北市政府大樓9F中央區中央走道南側,中華電信,信義區,110臺北市信義區市府路1號,25.037427,121.564444
TPEA000205,臺北市政府衛生局,臺北市政府大樓10F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038299,121.564529
TPEA000206,臺北市政府衛生局,臺北市政府大樓10F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.03793,121.564502
TPEA000207,臺北市政府社會局,臺北市政府大樓10F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037831,121.564888
TPEA000208,臺北市政府秘書處,臺北市政府大樓10F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564542
TPEA000209,臺北市政府秘書處,臺北市政府大樓10F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037871,121.564139
TPEA000210,臺北市政府資訊局,臺北市政府大樓10F中央區東北側隔間,中華電信,信義區,110臺北市信義區市府路1號,25.037633,121.564585
TPEA000212,臺北市政府資訊局,臺北市政府大樓10F中央區中央走道北側,中華電信,信義區,110臺北市信義區市府路1號,25.037445,121.564455
TPEA000213,臺北市政府資訊局,臺北市政府大樓10F南區,中華電信,信義區,110臺北市信義區市府路1號,25.036841,121.564524
TPEA000214,臺北市政府資訊局,臺北市政府大樓10F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037184,121.564798
TPEA000215,臺北市政府秘書處,臺北市政府大樓10F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037186,121.564542
TPEA000216,臺北市政府工務局,臺北市政府大樓10F西南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037191,121.564329
TPEA000217,臺北市政府衛生局,臺北市政府大樓10F西南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03721,121.564032
TPEA000218,臺北市政府秘書處,臺北市政府大樓11F北區東北側,中華電信,信義區,110臺北市信義區市府路1號,25.03843,121.564519
TPEA000219,臺北市政府秘書處,臺北市政府大樓11F北區中央,中華電信,信義區,110臺北市信義區市府路1號,25.038267,121.564565
TPEA000220,臺北市政府秘書處,臺北市政府大樓11F北區東南側,中華電信,信義區,110臺北市信義區市府路1號,25.038112,121.564483
TPEA000221,臺北市政府秘書處,臺北市政府大樓11F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037836,121.565012
TPEA000222,臺北市政府秘書處,臺北市政府大樓11F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03785,121.564795
TPEA000223,臺北市政府秘書處,臺北市政府大樓11F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037809,121.564552
TPEA000224,臺北市政府秘書處,臺北市政府大樓11F西北區東北側,中華電信,信義區,110臺北市信義區市府路1號,25.037943,121.564299
TPEA000225,臺北市政府秘書處,臺北市政府大樓11F西北區西北側,中華電信,信義區,110臺北市信義區市府路1號,25.037877,121.564105
TPEA000226,臺北市政府秘書處,臺北市政府大樓11F中央區走道北側,中華電信,信義區,110臺北市信義區市府路1號,25.037669,121.564516
TPEA000227,臺北市政府人事處,臺北市政府大樓11F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036696,121.56447
TPEA000228,臺北市政府人事處,臺北市政府大樓11F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036991,121.56448
TPEA000229,臺北市政府研究發展考核委員會,臺北市政府大樓11F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037208,121.564982
TPEA000230,臺北市政府研究發展考核委員會,臺北市政府大樓11F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037199,121.564772
TPEA000231,臺北市政府秘書處,臺北市政府大樓11F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037217,121.564522
TPEA000232,臺北市政府政風處,臺北市政府大樓11F西南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037199,121.564329
TPEA000233,臺北市政府政風處,臺北市政府大樓11F西南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037205,121.564043
TPEA000234,臺北市政府秘書處,臺北市政府大樓11F第一準備室,中華電信,信義區,110臺北市信義區市府路1號,25.037422,121.564539
TPEA000235,臺北市政府秘書處,臺北市政府大樓11F吳三連廳,中華電信,信義區,110臺北市信義區市府路1號,25.037568,121.564611
TPEA000236,臺北市政府秘書處,臺北市政府大樓11F市長室,中華電信,信義區,110臺北市信義區市府路1號,25.037502,121.564457
TPEA000237,臺北市政府秘書處,臺北市政府大樓12F北區,中華電信,信義區,110臺北市信義區市府路1號,25.038218,121.564509
TPEA000238,臺北市政府秘書處,臺北市政府大樓12F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037812,121.564528
TPEA000239,臺北市政府研究發展考核委員會,臺北市政府大樓12F南區,中華電信,信義區,110臺北市信義區市府路1號,25.036949,121.564454
TPEA000240,臺北市政府秘書處,臺北市政府大樓12F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.03718,121.564467
TPEA000241,臺北市政府秘書處,臺北市政府大樓12F中央區東南側靠窗,中華電信,信義區,110臺北市信義區市府路1號,25.037442,121.564568
TPEA000242,臺北市政府秘書處,臺北市政府大樓12F中央區西北側靠窗,中華電信,信義區,110臺北市信義區市府路1號,25.037664,121.564327
TPEA000243,臺北市市場處,龍山寺地下街商場B1F商場01前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036421,121.499751
TPEA000244,臺北市市場處,龍山寺地下街商場B1F商場03前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036421,121.500081
TPEA000245,臺北市市場處,龍山寺地下街商場B1F商場10前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036251,121.499751
TPEA000246,臺北市市場處,龍山寺地下街商場B1F商場13前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036251,121.500081
TPEA000247,臺北市市場處,龍山寺地下街商場B1F商場15前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036084,121.500135
TPEA000248,臺北市市場處,龍山寺地下街商場B1F商場19前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.03577,121.500151
TPEA000249,臺北市市場處,龍山寺地下街商場B2F廣場A,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036373,121.499665
TPEA000250,臺北市市場處,龍山寺地下街商場B2F廣場B,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.036327,121.500255
TPEA000251,臺北市市場處,龍山寺地下街商場B2F商場46前,中華電信,萬華區,108臺北市萬華區西園路一段145號,25.035714,121.500194
TPEA000344,臺北市立聯合醫院中興院區,北市聯醫中興院區8F816病房門口,中華電信,大同區,103臺北市大同區鄭州路145號,25.051702,121.509016
TPEA000345,臺北市立聯合醫院中興院區,北市聯醫中興院區8F807病房門口,中華電信,大同區,103臺北市大同區鄭州路145號,25.051626,121.508837
TPEA000360,臺北市立聯合醫院中興院區,北市聯醫中興院區10F1045病房門口,中華電信,大同區,103臺北市大同區鄭州路145號,25.051577,121.509573
TPEA000361,臺北市立聯合醫院中興院區,北市聯醫中興院區10F1032病房門口,中華電信,大同區,103臺北市大同區鄭州路145號,25.05173,121.509452
TPEA000373,臺北市交通管制工程處,松德大樓7F秘書室門口右側,中華電信,信義區,110臺北市信義區松德路300號7F,25.032061,121.574059
TPEA000414,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟1F中醫第一診門口東側,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0370272,121.5456219
TPEA000415,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟1F牙醫門診櫃台,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0367451,121.5453134
TPEA000416,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟2F腹膜透析治療室(二)走廊,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0370169,121.5456311
TPEA000417,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟3F護理站左側走廊,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0369589,121.5454835
TPEA000418,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟3F護理站內左側通道,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0368503,121.5454706
TPEA000419,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟5F物理治療區大門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0369498,121.5455054
TPEA000420,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區南棟7F電腦檢索區,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.036918,121.5455208
TPEA000421,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓B1F管制區門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0375166,121.5457803
TPEA000422,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓1F螢幕前方,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0377034,121.5455281
TPEA000423,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓1F核醫科櫃台,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0374388,121.5457239
TPEA000424,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓2F3號檢查室門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0376839,121.5458012
TPEA000425,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓2F7號檢查室門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0373809,121.5457849
TPEA000426,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓5F茶水間旁壁櫃,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0373531,121.5459209
TPEA000427,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓3F女性健康中心門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0376325,121.5458428
TPEA000428,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓3F控制室門口右方,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0374407,121.5458527
TPEA000429,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓4F茶水間旁壁櫃,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0373728,121.5460137
TPEA000430,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓6F第二會議室門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0375414,121.5458227
TPEA000431,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓6F管理室門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0374563,121.5458571
TPEA000432,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區檢驗大樓6F座椅中央,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0374227,121.5458477
TPEA000433,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區醫療大樓B1F醫療事務課,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0376757,121.5451133
TPEA000434,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區醫療大樓B1F藥劑科走廊中間,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0377782,121.5451806
TPEA000435,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區醫療大樓B1F供應室內中央,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.0376641,121.5450922
TPEA000436,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區醫療大樓1F老人健檢中心櫃台,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.037855,121.545462
TPEA000437,臺北市立聯合醫院仁愛院區,北市聯醫仁愛院區醫療大樓1F治療師辦公室門口,中華電信,大安區,106臺北市大安區仁愛路四段10號,25.037429,121.545425
