ID(序號),OrgName(機構名稱),ActivityName(活動名稱),Area(行政區),Address(活動地址),Latitude(緯度),Longitude(經度),Cate(類型),Peoples(可容納人數),Week(開課星期)
3564,財團法人臺北市松年長春社會福利基金會(中正),共餐1-12月,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,午餐,35,星期日
3565,財團法人臺北市松年長春社會福利基金會(中正),歌唱長青健康班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,音樂,20,星期五
3566,財團法人臺北市松年長春社會福利基金會(中正),樂齡分享春季班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,藝術,20,星期三
3567,財團法人臺北市松年長春社會福利基金會(中正),樂活藝術創作快樂班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,藝術,20,星期二
3568,財團法人臺北市松年長春社會福利基金會(中正),樂齡伸展運動 A班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,30,星期三
3569,財團法人臺北市松年長春社會福利基金會(中正),預防延老快樂班第一期,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期四
3570,財團法人臺北市松年長春社會福利基金會(中正),棋藝桌遊防老班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,30,星期二
3571,財團法人臺北市松年長春社會福利基金會(中正),棋藝桌遊防老班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,30,星期五
3572,財團法人臺北市松年長春社會福利基金會(中正),棋藝桌遊防老班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,30,星期日
3573,財團法人臺北市松年長春社會福利基金會(中正),銀髮生活 教學課程,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,生活知識,30,星期三
3574,財團法人臺北市松年長春社會福利基金會(中正),養生餐飲  美食分享課程,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,午餐,30,星期四
3575,財團法人臺北市松年長春社會福利基金會(中正),樂齡分享暑期班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,膳食烘焙,20,星期三
3576,財團法人臺北市松年長春社會福利基金會(中正),預防延老快樂班課程第二期,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期四
3577,財團法人臺北市松年長春社會福利基金會(中正),8/8預防延老快樂班課程第二期,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期二
3578,財團法人臺北市松年長春社會福利基金會(中正),6/27預防延老快樂班課程第二期,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期二
3579,財團法人臺北市松年長春社會福利基金會(中正),預防延老快樂班課程第三期,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期四
3580,財團法人臺北市松年長春社會福利基金會(中正),樂齡活動強身班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,20,星期四
3581,財團法人臺北市松年長春社會福利基金會(中正),樂齡伸展運動 B班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,運動,20,星期三
3582,財團法人臺北市松年長春社會福利基金會(中正),樂齡活動強身班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,20,星期四
3583,財團法人臺北市松年長春社會福利基金會(中正),樂齡活動強身班,中正區,臺北市中正區羅斯福路1段94、96號11樓(中央教會),25.0241064,121.5247381,社交聯誼,20,星期四
3584,財團法人臺北市松年長春社會福利基金會（松山）,桌遊活動,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期三
3585,財團法人臺北市松年長春社會福利基金會（松山）,桌遊活動,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期二
3586,財團法人臺北市松年長春社會福利基金會（松山）,日用品手作,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期三
3587,財團法人臺北市松年長春社會福利基金會（松山）,多元綜合課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,生活知識,70,星期二
3588,財團法人臺北市松年長春社會福利基金會（松山）,多元綜合課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,生活知識,70,星期五
3589,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期二
3590,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期三
3591,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期五
3592,財團法人臺北市松年長春社會福利基金會（松山）,纏繞畫/油畫,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,藝術,70,星期四
3593,財團法人臺北市松年長春社會福利基金會（松山）,纏繞畫/油畫,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,藝術,70,星期五
3594,財團法人臺北市松年長春社會福利基金會（松山）,台語合唱課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,音樂,30,星期五
3595,財團法人臺北市松年長春社會福利基金會（松山）,芳療療癒自我照顧,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,醫藥保健,40,星期三
3596,財團法人臺北市松年長春社會福利基金會（松山）,日用品手作,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期三
3597,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期二
3598,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期三
3599,財團法人臺北市松年長春社會福利基金會（松山）,共餐,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,午餐,70,星期五
3600,財團法人臺北市松年長春社會福利基金會（松山）,台語合唱課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,音樂,30,星期五
3601,財團法人臺北市松年長春社會福利基金會（松山）,桌遊活動,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期三
3602,財團法人臺北市松年長春社會福利基金會（松山）,桌遊活動,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期二
3603,財團法人臺北市松年長春社會福利基金會（松山）,芳香療法結合懷舊桌遊、健腦益智好營養,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,醫藥保健,70,星期三
3604,財團法人臺北市松年長春社會福利基金會（松山）,日用品手作,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,其他,70,星期三
3605,財團法人臺北市松年長春社會福利基金會（松山）,纏繞畫/油畫,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,藝術,70,星期五
3606,財團法人臺北市松年長春社會福利基金會（松山）,纏繞畫/油畫,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,藝術,70,星期四
3607,財團法人臺北市松年長春社會福利基金會（松山）,多元綜合課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,生活知識,70,星期二
3608,財團法人臺北市松年長春社會福利基金會（松山）,多元綜合課程,松山區,臺北市松山區饒河街105號,25.0505619,121.5739712,生活知識,70,星期五
3609,財團法人臺北市松年長春社會福利基金會(景華),園藝與音樂,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,園藝,30,星期三
3610,財團法人臺北市松年長春社會福利基金會(景華),園藝與音樂,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,園藝,30,星期四
3611,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期二
3612,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期三
3613,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期四
3614,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期五
3615,財團法人臺北市松年長春社會福利基金會(景華),來上書法課,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,藝術,30,星期四
3616,財團法人臺北市松年長春社會福利基金會(景華),健康操,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,運動,50,星期三
3617,財團法人臺北市松年長春社會福利基金會(景華),健康操,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,運動,50,星期四
3618,財團法人臺北市松年長春社會福利基金會(景華),來上音樂課,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,音樂,50,星期三
3619,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期二
3620,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期三
3621,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期四
3622,財團法人臺北市松年長春社會福利基金會(景華),共餐,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,午餐,50,星期五
3623,財團法人臺北市松年長春社會福利基金會(景華),來上音樂課,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,藝術,50,星期三
3624,財團法人臺北市松年長春社會福利基金會(景華),手腦動一動,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,社交聯誼,30,星期三
3625,財團法人臺北市松年長春社會福利基金會(景華),手腦動一動,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,社交聯誼,30,星期四
3626,財團法人臺北市松年長春社會福利基金會(景華),健康操,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,運動,50,星期三
3627,財團法人臺北市松年長春社會福利基金會(景華),健康操,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,運動,50,星期四
3628,財團法人臺北市松年長春社會福利基金會(景華),園藝與音樂,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,園藝,30,星期三
3629,財團法人臺北市松年長春社會福利基金會(景華),園藝與音樂,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,園藝,30,星期四
3630,財團法人臺北市松年長春社會福利基金會(景華),來上書法課,文山區,臺北市文山區景華里景華街49巷1號,24.9952774,121.5427611,藝術,30,星期三
3631,財團法人臺北市松年長春社會福利基金會(開元),共餐,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,午餐,80,星期二
3632,財團法人臺北市松年長春社會福利基金會(開元),共餐,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,午餐,80,星期四
3633,財團法人臺北市松年長春社會福利基金會(開元),樂齡健康律動班,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,40,星期三
3634,財團法人臺北市松年長春社會福利基金會(開元),衛福部延緩失能動動健康班(1),文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,30,星期三
3635,財團法人臺北市松年長春社會福利基金會(開元),社區長者健康促進課程-動動健康班(2),文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,30,星期三
3636,財團法人臺北市松年長春社會福利基金會(開元),中醫養生穴道保健,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,醫藥保健,30,星期四
3637,財團法人臺北市松年長春社會福利基金會(開元),勇骨健康操,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,40,星期二
3638,財團法人臺北市松年長春社會福利基金會(開元),陶笛課,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,音樂,20,星期二
3639,財團法人臺北市松年長春社會福利基金會(開元),社區長者健康促進課程-動動健康班,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,30,星期三
3640,財團法人臺北市松年長春社會福利基金會(開元),體適能肌力運動,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,40,星期四
3641,財團法人臺北市松年長春社會福利基金會(開元),養生太極拳,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,25,星期五
3642,財團法人臺北市松年長春社會福利基金會(開元),老當益壯~請你跟我這樣做(3),文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,30,星期三
3643,財團法人臺北市松年長春社會福利基金會(開元),健康律動班,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,運動,30,星期三
3644,財團法人臺北市松年長春社會福利基金會(開元),高齡心靈SPA,文山區,"臺北市文山區木新里開元街25,27號",24.9891607,121.5697605,其他,30,星期日
3645,財團法人臺北醫學大學展齡中心(信義),養肌動齡訓練班,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期一
3646,財團法人臺北醫學大學展齡中心(信義),養肌動齡訓練班,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期一
3647,財團法人臺北醫學大學展齡中心(信義),舒活健康動一動,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期二
3648,財團法人臺北醫學大學展齡中心(信義),人生大探索,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期三
3649,財團法人臺北醫學大學展齡中心(信義),世界真奇妙,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期四
3650,財團法人臺北醫學大學展齡中心(信義),有氧健康動一動,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期五
3651,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期一
3652,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期三
3653,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期四
3654,財團法人臺北醫學大學展齡中心(信義),歡唱卡拉OK,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期二
3655,財團法人臺北醫學大學展齡中心(信義),歡唱卡拉OK,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期五
3656,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期一
3657,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期二
3658,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期三
3659,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期四
3660,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期五
3661,財團法人臺北醫學大學展齡中心(信義),樂齡健康運動站,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,10,星期一
3662,財團法人臺北醫學大學展齡中心(信義),樂齡健康運動站,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,10,星期三
3663,財團法人臺北醫學大學展齡中心(信義),樂齡健康運動站,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,10,星期五
3664,財團法人臺北醫學大學展齡中心(信義),舒活健康動一動,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期二
3665,財團法人臺北醫學大學展齡中心(信義),有氧健康動一動,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,運動,25,星期五
3666,財團法人臺北醫學大學展齡中心(信義),世界真奇妙,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期四
3667,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期一
3668,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期三
3669,財團法人臺北醫學大學展齡中心(信義),開心桌遊趣,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期四
3670,財團法人臺北醫學大學展齡中心(信義),人生大探索,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期三
3671,財團法人臺北醫學大學展齡中心(信義),歡唱卡拉OK,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期二
3672,財團法人臺北醫學大學展齡中心(信義),歡唱卡拉OK,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,其他,25,星期五
3673,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期一
3674,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期二
3675,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期三
3676,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期四
3677,財團法人臺北醫學大學展齡中心(信義),歡樂共餐,信義區,臺北市信義區吳興街156巷16弄7號1樓,25.028854,121.5608318,午餐,25,星期五
3678,財團法人臺安基金會(基督復臨安息日會松山教會),共餐,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,午餐,60,星期二
3679,財團法人臺安基金會(基督復臨安息日會松山教會),共餐,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,午餐,60,星期三
3680,財團法人臺安基金會(基督復臨安息日會松山教會),共餐,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,午餐,60,星期四
3681,財團法人臺安基金會(基督復臨安息日會松山教會),樂齡讀書班,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,生活知識,15,星期一
3682,財團法人臺安基金會(基督復臨安息日會松山教會),長者樂活班,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,社交聯誼,20,星期二
3683,財團法人臺安基金會(基督復臨安息日會松山教會),繩梯體適能,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,運動,25,星期二
3684,財團法人臺安基金會(基督復臨安息日會松山教會),彈力帶體適能,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,運動,25,星期三
3685,財團法人臺安基金會(基督復臨安息日會松山教會),桌遊趣,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,其他,30,星期三
3686,財團法人臺安基金會(基督復臨安息日會松山教會),預防與延緩失能,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,醫藥保健,25,星期四
3687,財團法人臺安基金會(基督復臨安息日會松山教會),墊上核心肌群,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,運動,25,星期四
3688,財團法人臺安基金會(基督復臨安息日會松山教會),手機生活應用,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,科技資訊,60,星期二
3689,財團法人臺安基金會(基督復臨安息日會松山教會),手機互動攝影探索與走訪旅遊探索世界,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,科技資訊,60,星期二
3690,財團法人臺安基金會(基督復臨安息日會松山教會),初級日文課,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,語文,25,星期二
3691,財團法人臺安基金會(基督復臨安息日會松山教會),老當益壯~請你跟我這樣做,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,醫藥保健,25,星期四
3692,財團法人臺安基金會(基督復臨安息日會松山教會),初級日文課,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,語文,60,星期二
3693,財團法人臺安基金會(基督復臨安息日會松山教會),營養推廣~我是總鋪師,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,膳食烘焙,20,星期二
3694,財團法人臺安基金會(基督復臨安息日會松山教會),預防與延緩失能(78-老當益壯~請你跟我這樣做」,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,醫藥保健,25,星期四
3695,財團法人臺安基金會(基督復臨安息日會松山教會),預防與延緩失能(78-老當益壯~請你跟我這樣做」,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,醫藥保健,25,星期四
3696,財團法人臺安基金會(基督復臨安息日會松山教會),預防與延緩失能(78-老當益壯~請你跟我這樣做」,松山區,臺北市松山區福成里敦化南路1段78號,25.0470381,121.5478484,醫藥保健,25,星期四
3697,財團法人環宇國際文化教育基金會,多元學習,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期二
3698,財團法人環宇國際文化教育基金會,運動與太極,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期二
3699,財團法人環宇國際文化教育基金會,愛笑瑜伽,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期一
3700,財團法人環宇國際文化教育基金會,悠活健康,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,其他,15,星期三
3701,財團法人環宇國際文化教育基金會,共餐,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,午餐,15,星期二
3702,財團法人環宇國際文化教育基金會,共餐,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,午餐,15,星期三
3703,財團法人環宇國際文化教育基金會,共餐,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,午餐,15,星期四
3704,財團法人環宇國際文化教育基金會,共餐,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,午餐,15,星期五
3705,財團法人環宇國際文化教育基金會,運動與舞蹈,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期四
3706,財團法人環宇國際文化教育基金會,週三經絡操,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期三
3707,財團法人環宇國際文化教育基金會,週五經絡操,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期五
3708,財團法人環宇國際文化教育基金會,書法,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,藝術,15,星期五
3709,財團法人環宇國際文化教育基金會,健康動動腦,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,其他,15,星期一
3710,財團法人環宇國際文化教育基金會,社區走讀,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,其他,15,星期四
3711,財團法人環宇國際文化教育基金會,模組-悅動越健康-拉力帶與繩梯應用,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期四
3712,財團法人環宇國際文化教育基金會,運動與養生(1),中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期二
3713,財團法人環宇國際文化教育基金會,運動與養生(2),中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,運動,15,星期二
3714,財團法人環宇國際文化教育基金會,模組-中醫教你預防失智失能,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,醫藥保健,15,星期四
3715,財團法人環宇國際文化教育基金會,模組-智勇雙全大富翁,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,社交聯誼,15,星期四
3716,財團法人環宇國際文化教育基金會,手機影片,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,生活知識,15,星期二
3717,財團法人環宇國際文化教育基金會,永續自然過生活,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,園藝,15,星期二
3718,財團法人環宇國際文化教育基金會,手作DIY,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,社交聯誼,15,星期二
3719,財團法人環宇國際文化教育基金會,樂活健學,中正區,臺北市中正區汀洲路3段40號1樓,25.0235855,121.5226511,其他,15,星期四
3720,財團法人環宇國際文化教育基金會(萬華),共餐,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,午餐,20,星期二
3721,財團法人環宇國際文化教育基金會(萬華),共餐,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,午餐,20,星期四
3722,財團法人環宇國際文化教育基金會(萬華),預防及延緩失能課程,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,生活知識,20,星期二
3723,財團法人環宇國際文化教育基金會(萬華),經絡打氣養生操,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,醫藥保健,20,星期四
3724,財團法人環宇國際文化教育基金會(萬華),水彩課,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,藝術,20,星期四
3725,財團法人環宇國際文化教育基金會(萬華),趣玩彩藝,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,表演藝術,20,星期二
3726,財團法人環宇國際文化教育基金會(萬華),大自然創意手做,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,園藝,20,星期三
3727,財團法人環宇國際文化教育基金會(萬華),有氧樂舞,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,表演藝術,20,星期二
3728,財團法人環宇國際文化教育基金會(萬華),多元智能課程,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,生活知識,20,星期三
3729,財團法人環宇國際文化教育基金會(萬華),粉彩黏土手作,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,藝術,20,星期三
3730,財團法人環宇國際文化教育基金會(萬華),樂齡音樂有氧律動,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,表演藝術,20,星期三
3731,財團法人環宇國際文化教育基金會(萬華),預防及延緩失能課程,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,表演藝術,20,星期二
3732,財團法人環宇國際文化教育基金會(萬華),預防及延緩失能課程,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,表演藝術,20,星期二
3733,財團法人環宇國際文化教育基金會(萬華),復健運動,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,運動,20,星期二
3734,財團法人環宇國際文化教育基金會(萬華),復健運動,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,運動,20,星期二
3735,財團法人環宇國際文化教育基金會(萬華),復健運動,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,運動,20,星期二
3736,財團法人環宇國際文化教育基金會(萬華),多元智能課程,萬華區,臺北市萬華區寶興街136號1樓,25.0249122,121.494748,生活知識,20,星期二
